concept_id,term,term_type,context
C000483,"""Knowledge representation and reasoning"" OR ""Knowledge representation and reasoning research""",high_recall,Database-adaptable phrase expansion
C000483,Knowledge representation and reasoning,broader,Disciplinary or overlay context
C000483,Knowledge representation and reasoning literature,related,Literature-oriented retrieval expansion
C000484,Cultural and creative industries,search_phrase,Canonical concept phrase
C000484,"""Cultural and creative industries"" OR ""Cultural and creative industries research""",high_recall,Database-adaptable phrase expansion
C000484,Cultural and creative industries,broader,Disciplinary or overlay context
C000484,Cultural and creative industries literature,related,Literature-oriented retrieval expansion
C000485,Comparative law,search_phrase,Canonical concept phrase
C000485,"""Comparative law"" OR ""Comparative law research""",high_recall,Database-adaptable phrase expansion
C000485,Comparative law,broader,Disciplinary or overlay context
C000485,Comparative law literature,related,Literature-oriented retrieval expansion
C000486,"Mathematical aspects of classical mechanics, quantum mechanics and quantum information theory",search_phrase,Canonical concept phrase
C000486,"""Mathematical aspects of classical mechanics, quantum mechanics and quantum information theory"" OR ""Mathematical aspects of classical mechanics, quantum mechanics and quantum information theory research""",high_recall,Database-adaptable phrase expansion
C000486,"Mathematical aspects of classical mechanics, quantum mechanics and quantum information theory",broader,Disciplinary or overlay context
C000486,"Mathematical aspects of classical mechanics, quantum mechanics and quantum information theory literature",related,Literature-oriented retrieval expansion
C000487,History and philosophy of the humanities,search_phrase,Canonical concept phrase
C000487,"""History and philosophy of the humanities"" OR ""History and philosophy of the humanities research""",high_recall,Database-adaptable phrase expansion
C000487,History and philosophy of the humanities,broader,Disciplinary or overlay context
C000487,History and philosophy of the humanities literature,related,Literature-oriented retrieval expansion
C000488,Nonlinear optics and spectroscopy,search_phrase,Canonical concept phrase
C000488,"""Nonlinear optics and spectroscopy"" OR ""Nonlinear optics and spectroscopy research""",high_recall,Database-adaptable phrase expansion
C000488,Nonlinear optics and spectroscopy,broader,Disciplinary or overlay context
C000488,Nonlinear optics and spectroscopy literature,related,Literature-oriented retrieval expansion
C000489,Evolutionary psychological studies,search_phrase,Canonical concept phrase
C000489,"""Evolutionary psychological studies"" OR ""Evolutionary psychological studies research""",high_recall,Database-adaptable phrase expansion
C000489,Evolutionary psychological studies,broader,Disciplinary or overlay context
C000489,Evolutionary psychological studies literature,related,Literature-oriented retrieval expansion
C000490,Agricultural land planning,search_phrase,Canonical concept phrase
C000490,"""Agricultural land planning"" OR ""Agricultural land planning research""",high_recall,Database-adaptable phrase expansion
C000490,Agricultural land planning,broader,Disciplinary or overlay context
C000490,Agricultural land planning literature,related,Literature-oriented retrieval expansion
C000491,Synthetic biology,search_phrase,Canonical concept phrase
C000491,"""Synthetic biology"" OR ""Synthetic biology research""",high_recall,Database-adaptable phrase expansion
C000491,Synthetic biology,broader,Disciplinary or overlay context
C000491,Synthetic biology literature,related,Literature-oriented retrieval expansion
C000492,Geriatrics and gerontology,search_phrase,Canonical concept phrase
C000492,"""Geriatrics and gerontology"" OR ""Geriatrics and gerontology research""",high_recall,Database-adaptable phrase expansion
C000492,Geriatrics and gerontology,broader,Disciplinary or overlay context
C000492,Geriatrics and gerontology literature,related,Literature-oriented retrieval expansion
C000493,Building industry studies,search_phrase,Canonical concept phrase
C000493,"""Building industry studies"" OR ""Building industry studies research""",high_recall,Database-adaptable phrase expansion
C000493,Building industry studies,broader,Disciplinary or overlay context
C000493,Building industry studies literature,related,Literature-oriented retrieval expansion
C000494,Inorganic green chemistry,search_phrase,Canonical concept phrase
C000494,"""Inorganic green chemistry"" OR ""Inorganic green chemistry research""",high_recall,Database-adaptable phrase expansion
C000494,Inorganic green chemistry,broader,Disciplinary or overlay context
C000494,Inorganic green chemistry literature,related,Literature-oriented retrieval expansion
C000495,Household finance and financial literacy,search_phrase,Canonical concept phrase
C000495,"""Household finance and financial literacy"" OR ""Household finance and financial literacy research""",high_recall,Database-adaptable phrase expansion
C000495,Household finance and financial literacy,broader,Disciplinary or overlay context
C000495,Household finance and financial literacy literature,related,Literature-oriented retrieval expansion
C000496,Music performance,search_phrase,Canonical concept phrase
C000496,"""Music performance"" OR ""Music performance research""",high_recall,Database-adaptable phrase expansion
C000496,Music performance,broader,Disciplinary or overlay context
C000496,Music performance literature,related,Literature-oriented retrieval expansion
C000497,Exploration geochemistry,search_phrase,Canonical concept phrase
C000497,"""Exploration geochemistry"" OR ""Exploration geochemistry research""",high_recall,Database-adaptable phrase expansion
C000497,Exploration geochemistry,broader,Disciplinary or overlay context
C000497,Exploration geochemistry literature,related,Literature-oriented retrieval expansion
C000498,Public economics - public choice,search_phrase,Canonical concept phrase
C000498,"""Public economics - public choice"" OR ""Public economics - public choice research""",high_recall,Database-adaptable phrase expansion
C000498,Public economics - public choice,broader,Disciplinary or overlay context
C000498,Public economics - public choice literature,related,Literature-oriented retrieval expansion
C000499,"Science, technology and engineering curriculum and pedagogy",search_phrase,Canonical concept phrase
C000499,"""Science, technology and engineering curriculum and pedagogy"" OR ""Science, technology and engineering curriculum and pedagogy research""",high_recall,Database-adaptable phrase expansion
C000499,"Science, technology and engineering curriculum and pedagogy",broader,Disciplinary or overlay context
C000499,"Science, technology and engineering curriculum and pedagogy literature",related,Literature-oriented retrieval expansion
C000500,Biofabrication,search_phrase,Canonical concept phrase
C000500,"""Biofabrication"" OR ""Biofabrication research""",high_recall,Database-adaptable phrase expansion
C000500,Biofabrication,broader,Disciplinary or overlay context
C000500,Biofabrication literature,related,Literature-oriented retrieval expansion
C000501,Gaussian distribution,search_phrase,Canonical concept phrase
C000501,"""Gaussian distribution"" OR ""Gaussian distribution research""",high_recall,Database-adaptable phrase expansion
C000501,Independent mathematics ontology,broader,Disciplinary or overlay context
C000501,Gaussian distribution literature,related,Literature-oriented retrieval expansion
C000502,Poisson distribution,search_phrase,Canonical concept phrase
C000502,"""Poisson distribution"" OR ""Poisson distribution research""",high_recall,Database-adaptable phrase expansion
C000502,Independent mathematics ontology,broader,Disciplinary or overlay context
C000502,Poisson distribution literature,related,Literature-oriented retrieval expansion
C000503,Bayesian network,search_phrase,Canonical concept phrase
C000503,"""Bayesian network"" OR ""Bayesian network research""",high_recall,Database-adaptable phrase expansion
